source,id,scientificName,species,decimalLatitude,decimalLongitude,depth,minimumDepthInMeters,maximumDepthInMeters,eventDate,year,country,region,basisOfRecord,datasetKey,datasetName,datasetDOI,publisher,publishingOrgKey,institutionCode,license,license_raw,occurrenceID,qc_flags,usable_mapa
GBIF,5794579821,"Grimpoteuthis boylei Collins, 2003",Grimpoteuthis boylei,40,-40,2872.5,1490,4255,1982-02-20,1982,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317744,"coordenada_generica_placeholder;profundidad_rango_amplio_>1000m",no
GBIF,1057357561,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,50,-14.12,4245,4180,4310,1982-03-30,1982,Ireland,Atlántico Norte,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Natural History Museum (London) Collection Specimens,10.5519/qd.20dz6blc,Natural History Museum,19456090-b49a-11d8-abeb-b8a03c50a862,NHMUK,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,b76cb0ef-03e3-4f7d-9c98-88949b3b9c86,,si
GBIF,1057516674,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,50,-14.12,4245,4180,4310,1982-03-30,1982,Ireland,Atlántico Norte,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Natural History Museum (London) Collection Specimens,10.5519/qd.20dz6blc,Natural History Museum,19456090-b49a-11d8-abeb-b8a03c50a862,NHMUK,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,d03fc73b-9384-4e48-95f1-6b738002df58,,si
GBIF,5794579702,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4245,4180,4310,1982-03-30,1982,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317730,coordenada_generica_placeholder,no
GBIF,4055754377,"Grimpoteuthis abyssicola O'Shea, 1999",Grimpoteuthis abyssicola,-35.584999,160.95166,3180,3180,3180,1982-09-27,1982,,Pacífico Sur,PRESERVED_SPECIMEN,2f7c33b3-ea7a-40ac-a3b7-bace96f978f7,Type locality distributions from the World Register of Marine Species,10.15468/nmcdsv,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,WoRMS Editorial Board,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,WoRMS Editorial Board:WoRMS type localities:sm_id_90178,localidad_tipo_WoRMS_posible_duplicado_de_especimen,si
GBIF,4081083603,"Grimpoteuthis abyssicola O'Shea, 1999",Grimpoteuthis abyssicola,-35.585,160.951667,3182,3180,3184,1982-09-27,1982,,Pacífico Sur,PRESERVED_SPECIMEN,4d0b1b2a-3209-49ce-bb93-7503e4868019,Earth Sciences New Zealand National Invertebrate Collection (NIC),10.15468/6qgswo,Earth Sciences New Zealand (ESNZ),c58ac019-b413-4613-8772-39e57acbeb8e,Earth Sciences New Zealand,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,5fb18e46-fa36-11e2-96b3-aa6f927c92a3,,si
GBIF,5794508755,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4320,4270,4370,1982-09-12,1982,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317696,coordenada_generica_placeholder,no
GBIF,4892643670,"Grimpoteuthis G.C.Robson, 1932",,-18.7,116.35,,,,1982,1982,Australia,Océano Índico,PRESERVED_SPECIMEN,7c93d290-6c8b-11de-8226-b8a03c50a862,Western Australian Museum provider for OZCAM,10.15468/5qt0dm,Western Australian Museum,b36f3505-f2d9-499f-a669-fa418a127b9d,WAM,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,23b54205-b920-4b2b-ab1c-c614ccfccadc,sin_profundidad,si
GBIF,5794579686,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,3900,3880,3920,1981-05-05,1981,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317719,coordenada_generica_placeholder,no
GBIF,5794579671,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,3985,3970,4000,1981-09-29,1981,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317711,coordenada_generica_placeholder,no
GBIF,4104109904,"Grimpoteuthis G.C.Robson, 1932",,15.133333,-69.216667,,,,1981-10-28,1981,Aruba,Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,c82b2b9b-3ae0-4722-883c-46a6de42a525,sin_profundidad,si
GBIF,4104109364,"Grimpoteuthis G.C.Robson, 1932",,13.451111,-64.6,,,,1981-11-26,1981,Venezuela (Bolivarian Republic of),Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,983f613d-787c-45ca-bf47-2e02ea5f66a1,sin_profundidad,si
GBIF,4104109901,"Grimpoteuthis G.C.Robson, 1932",,13.833333,-67.583333,,,,1981-11-07,1981,Venezuela (Bolivarian Republic of),Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,caffee64-d1eb-4379-8828-ae7cdcbde994,sin_profundidad,si
GBIF,4104109907,"Grimpoteuthis G.C.Robson, 1932",,14.851944,-67.468611,,,,1981-12-03,1981,Venezuela (Bolivarian Republic of),Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,b6c5931f-2054-471f-92f2-31dea8933b9f,sin_profundidad,si
GBIF,5794579659,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4375,4350,4400,1980-08-02,1980,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317715,coordenada_generica_placeholder,no
GBIF,5794579662,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4292.5,4265,4320,1980-11-10,1980,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317716,coordenada_generica_placeholder,no
GBIF,5794579619,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4056,4017,4095,1979-06-05,1979,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317705,coordenada_generica_placeholder,no
GBIF,5794579667,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,3066,3022,3110,1979-06-04,1979,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317714,coordenada_generica_placeholder,no
GBIF,5794579656,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4118,4080,4156,1978-04-11,1978,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317717,coordenada_generica_placeholder,no
GBIF,5794579658,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,3900,3880,3920,1978-05-12,1978,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317718,coordenada_generica_placeholder,no
GBIF,5794579640,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,3753,3749,3757,1977-06-12,1977,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317708,coordenada_generica_placeholder,no
GBIF,5794579666,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4073.5,4043,4104,1977-06-08,1977,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317713,coordenada_generica_placeholder,no
GBIF,4104110944,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,50.05,-13.85,,,,1977-11-13,1977,Ireland,Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,010a5d88-7424-4af8-a3c7-bf1c1b0150fa,sin_profundidad,si
GBIF,1321398252,"Grimpoteuthis G.C.Robson, 1932",,-54.2,-40.03,2600,2600,2600,1976-01-03,1976,South Georgia and the South Sandwich Islands,Atlántico Sur,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d,NMNH Extant Biology,10.15468/hnhrg3,"National Museum of Natural History, Smithsonian Institution",bc092ff0-02e4-11dc-991f-b8a03c50a862,USNM,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,http://n2t.net/ark:/65665/3b990360b-4fcc-430f-bc00-0e0761d11478,,si
GBIF,4104096864,"Grimpoteuthis G.C.Robson, 1932",,19.133333,-79.883333,6880,6729,7031,1975-07-23,1975,Cayman Islands,Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,3088fdee-c562-4617-9977-d242cafde96a,,si
GBIF,4104100172,"Grimpoteuthis megaptera (A.E.Verrill, 1885)",Grimpoteuthis megaptera,24.218889,-76.100278,896,0,1792,1975-08-29,1975,Bahamas,Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,534dd4ea-9ebe-444b-b139-f09cca6a00a4,profundidad_rango_amplio_>1000m,si
GBIF,4104100177,"Grimpoteuthis megaptera (A.E.Verrill, 1885)",Grimpoteuthis megaptera,23.983333,-75.766944,963,0,1926,1975-08-29,1975,Bahamas,Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,1e69ea05-57fa-4ef4-a8ac-a2022b17406a,profundidad_rango_amplio_>1000m,si
GBIF,4104109627,"Grimpoteuthis G.C.Robson, 1932",,24.350833,-76.051389,873,0,1746,1975-08-26,1975,Bahamas,Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,33bce0ec-39ba-46cc-86c9-38d80438e16c,profundidad_rango_amplio_>1000m,si
GBIF,4104100194,"Grimpoteuthis G.C.Robson, 1932",,23.866667,-77.3,1387,1387,1387,1974-02-04,1974,Bahamas,Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,eebd39da-f746-47ba-8df1-5e826ed9da02,,si
GBIF,4104100186,"Grimpoteuthis megaptera (A.E.Verrill, 1885)",Grimpoteuthis megaptera,1.966667,-40.566667,4416,4416,4416,1973-08-10,1973,,Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,b5b3a9be-b6df-4c48-ac44-f476d7de6271,,si
GBIF,609403568,"Grimpoteuthis bathynectes G.L.Voss & Pearcy, 1990",Grimpoteuthis bathynectes,44.103333,-125.378333,2940,2940,2940,1972-06-14,1972,United States of America,Pacífico Norte,PRESERVED_SPECIMEN,44bcde48-ac71-46f2-bf73-24fc3c008b6c,CAS Invertebrate Zoology (IZ),10.15468/tiac99,California Academy of Sciences,66522820-055c-11d8-b84e-b8a03c50a862,CAS,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,urn:catalog:CAS:IZ:67791,,si
GBIF,4104100184,"Grimpoteuthis megaptera (A.E.Verrill, 1885)",Grimpoteuthis megaptera,19.066667,-85.666667,4417,4417,4417,1972-07-25,1972,Mexico,Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,e369852e-ead6-4ff7-88a2-53681adf2ae0,,si
GBIF,609403566,"Grimpoteuthis bathynectes G.L.Voss & Pearcy, 1990",Grimpoteuthis bathynectes,44.968333,-132.245,3585,3585,3585,1972-10-06,1972,,Pacífico Norte,PRESERVED_SPECIMEN,44bcde48-ac71-46f2-bf73-24fc3c008b6c,CAS Invertebrate Zoology (IZ),10.15468/tiac99,California Academy of Sciences,66522820-055c-11d8-b84e-b8a03c50a862,CAS,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,urn:catalog:CAS:IZ:67789,,si
GBIF,609403567,"Grimpoteuthis bathynectes G.L.Voss & Pearcy, 1990",Grimpoteuthis bathynectes,45.058333,-134.75,3900,3900,3900,1972-10-10,1972,,Pacífico Norte,PRESERVED_SPECIMEN,44bcde48-ac71-46f2-bf73-24fc3c008b6c,CAS Invertebrate Zoology (IZ),10.15468/tiac99,California Academy of Sciences,66522820-055c-11d8-b84e-b8a03c50a862,CAS,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,urn:catalog:CAS:IZ:67790,,si
GBIF,609403569,"Grimpoteuthis tuftsi G.L.Voss & Pearcy, 1990",Grimpoteuthis tuftsi,44.966667,-133.241667,3700,3700,3700,1972-10-07,1972,,Pacífico Norte,PRESERVED_SPECIMEN,44bcde48-ac71-46f2-bf73-24fc3c008b6c,CAS Invertebrate Zoology (IZ),10.15468/tiac99,California Academy of Sciences,66522820-055c-11d8-b84e-b8a03c50a862,CAS,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,urn:catalog:CAS:IZ:67792,,si
GBIF,1272585942,"Grimpoteuthis G.C.Robson, 1932",,-22.0853,10.3189,3806,3806,3806,1971-06-26,1971,Namibia,Atlántico Sur,PRESERVED_SPECIMEN,39905320-6c8a-11de-8226-b8a03c50a862,Museums Victoria provider for OZCAM,10.15468/lp1ctu,Museums Victoria,4cff2aca-5ce5-4028-88e6-d79b6449173a,NMV,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,2a471113-7e63-447f-8168-348bda3eda5f,,si
GBIF,4104100147,"Grimpoteuthis megaptera (A.E.Verrill, 1885)",Grimpoteuthis megaptera,23.233333,-64.816667,5616,5616,5616,1971-07-01,1971,,Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,48ca664d-67f7-416c-95f6-c4723bffa6e3,,si
GBIF,4104100155,"Grimpoteuthis megaptera (A.E.Verrill, 1885)",Grimpoteuthis megaptera,20.75,-65.016667,5182,5182,5182,1971-07-03,1971,Virgin Islands (British),Atlántico Norte,PRESERVED_SPECIMEN,0f6d26c0-c645-4f15-b1c9-fbcb77515545,"University of Miami, Voss Marine Invertebrate Collections",10.15468/qmckjq,"Rosenstiel School, University of Miami Voss Marine Invertebrate Collection",5624d6f9-a94b-42c4-8814-a587e7e5e6f0,UM-RSMAS,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,641481f2-9496-4bf6-b567-6cc9631a3ceb,,si
GBIF,1234583144,"Grimpoteuthis umbellata (P.Fischer, 1884)",Grimpoteuthis umbellata,24.866667,-92.333333,3713,3713,3713,1969-08-12,1969,Mexico,Atlántico Norte,PRESERVED_SPECIMEN,16b0aa56-90aa-436c-bfe8-b5af83f84575,Biodiversity Research and Teaching Collections - TCWC Marine Invertebrates,10.15468/dfrwoh,Texas A&M University Biodiversity Research and Teaching Collections,2b8e48b0-812d-11de-86fe-b8a03c50a862,TCWC,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,urn:catalog:TCWC:Marine Invertebrates:4-3116,,si
GBIF,4081194663,"Grimpoteuthis innominata (O'Shea, 1999)",Grimpoteuthis innominata,-33.9667,167.75,1705,1705,1705,1968-03-19,1968,,Pacífico Sur,PRESERVED_SPECIMEN,4d0b1b2a-3209-49ce-bb93-7503e4868019,Earth Sciences New Zealand National Invertebrate Collection (NIC),10.15468/6qgswo,Earth Sciences New Zealand (ESNZ),c58ac019-b413-4613-8772-39e57acbeb8e,Earth Sciences New Zealand,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,6133c3ba-fa36-11e2-96b3-aa6f927c92a3,,si
GBIF,1320556911,"Grimpoteuthis megaptera (A.E.Verrill, 1885)",Grimpoteuthis megaptera,-60.158,-29.917,2549.5,2319,2780,1966-02-17,1966,Antarctica,Océano Austral,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d,NMNH Extant Biology,10.15468/hnhrg3,"National Museum of Natural History, Smithsonian Institution",bc092ff0-02e4-11dc-991f-b8a03c50a862,USNM,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,http://n2t.net/ark:/65665/394653140-badc-46ad-a311-45bfd3e64e92,,si
GBIF,1318470662,"Grimpoteuthis G.C.Robson, 1932",,-65.575,-123.708,4709,4709,4709,1964-06-18,1964,Antarctica,Océano Austral,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d,NMNH Extant Biology,10.15468/hnhrg3,"National Museum of Natural History, Smithsonian Institution",bc092ff0-02e4-11dc-991f-b8a03c50a862,USNM,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,http://n2t.net/ark:/65665/33818cc44-0951-4d1b-99d1-df75440f0354,,si
GBIF,1320102023,"Grimpoteuthis G.C.Robson, 1932",,-57.217,-62.8,3769.5,3733,3806,1962-07-29,1962,Argentina,Atlántico Sur,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d,NMNH Extant Biology,10.15468/hnhrg3,"National Museum of Natural History, Smithsonian Institution",bc092ff0-02e4-11dc-991f-b8a03c50a862,USNM,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,http://n2t.net/ark:/65665/3803ed90d-a3a0-4dfd-a3f6-f4138aead69a,,si
GBIF,3387292843,"Grimpoteuthis G.C.Robson, 1932",,-45.85,164.53,4510,4510,4510,1952-01-14,1952,New Zealand,Pacífico Sur,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Natural History Museum (London) Collection Specimens,10.5519/qd.20dz6blc,Natural History Museum,19456090-b49a-11d8-abeb-b8a03c50a862,NHMUK,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,3cbcbb0d-9b1f-423a-a021-47fc1b54e947,,si
GBIF,3911883304,"Grimpoteuthis G.C.Robson, 1932",,-40,163.58,3800,3800,3800,1952-12-19,1952,,Pacífico Sur,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Natural History Museum (London) Collection Specimens,10.5519/qd.20dz6blc,Natural History Museum,19456090-b49a-11d8-abeb-b8a03c50a862,NHMUK,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,04f3dc3f-a241-46b3-96dc-ca0b4c132937,,si
GBIF,5794579715,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,2615,2615,2615,1910-06-08,1910,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317727,coordenada_generica_placeholder,no
GBIF,5794579717,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,,,,1910-08-17,1910,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317724,"coordenada_generica_placeholder;sin_profundidad",no
GBIF,5794579725,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,,,,1910-08-19,1910,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317723,"coordenada_generica_placeholder;sin_profundidad",no
GBIF,5794579711,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4360,4360,4360,1896-08-18,1896,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317728,coordenada_generica_placeholder,no
GBIF,1318421674,"Stauroteuthis hippocrepium Hoyle, 1904",Grimpoteuthis hippocrepium,2.5833,-83.8833,3334,3334,3334,1891-03-03,1891,Colombia,Pacífico Norte,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d,NMNH Extant Biology,10.15468/hnhrg3,"National Museum of Natural History, Smithsonian Institution",bc092ff0-02e4-11dc-991f-b8a03c50a862,USNM,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,http://n2t.net/ark:/65665/335ed9973-d08a-4451-a3ee-4706a003cb3c,,si
