source,id,scientificName,species,decimalLatitude,decimalLongitude,depth,minimumDepthInMeters,maximumDepthInMeters,eventDate,year,country,region,basisOfRecord,datasetKey,datasetName,datasetDOI,publisher,publishingOrgKey,institutionCode,license,license_raw,occurrenceID,qc_flags,usable_mapa
GBIF,1056314099,"Grimpoteuthis boylei Collins, 2003",Grimpoteuthis boylei,48.45,-15.67,4841.5,4840,4843,1999-05-02,1999,,Atlántico Norte,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Natural History Museum (London) Collection Specimens,10.5519/qd.20dz6blc,Natural History Museum,19456090-b49a-11d8-abeb-b8a03c50a862,NHMUK,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,56ce3769-153d-48be-a9f4-a7cb0819708b,,si
GBIF,5794508751,"Grimpoteuthis challengeri Collins, 2003",Grimpoteuthis challengeri,40,-40,4844,4843,4845,1999-05-02,1999,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317690,coordenada_generica_placeholder,no
GBIF,5794508753,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4844,4843,4845,1999-05-02,1999,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317698,coordenada_generica_placeholder,no
GBIF,5794579762,"Grimpoteuthis boylei Collins, 2003",Grimpoteuthis boylei,40,-40,4841.5,4840,4843,1999-05-02,1999,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317739,coordenada_generica_placeholder,no
GBIF,1057342373,"Grimpoteuthis challengeri Collins, 2003",Grimpoteuthis challengeri,48.93,-15.75,4833,4828,4838,1998-03-22,1998,,Atlántico Norte,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Natural History Museum (London) Collection Specimens,10.5519/qd.20dz6blc,Natural History Museum,19456090-b49a-11d8-abeb-b8a03c50a862,NHMUK,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,1954704a-f6e5-48eb-8712-5aa3d2291566,,si
GBIF,4055766162,"Grimpoteuthis challengeri Collins, 2003",Grimpoteuthis challengeri,40,-40,4833,4828,4838,1998-03-22,1998,,Atlántico Norte,PRESERVED_SPECIMEN,2f7c33b3-ea7a-40ac-a3b7-bace96f978f7,Type locality distributions from the World Register of Marine Species,10.15468/nmcdsv,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,WoRMS Editorial Board,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,WoRMS Editorial Board:WoRMS type localities:dr_id_317688,"coordenada_generica_placeholder;localidad_tipo_WoRMS_posible_duplicado_de_especimen",no
GBIF,5794508737,"Grimpoteuthis challengeri Collins, 2003",Grimpoteuthis challengeri,40,-40,4834,4832,4836,1998-03-23,1998,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317687,coordenada_generica_placeholder,no
GBIF,5794508738,"Grimpoteuthis challengeri Collins, 2003",Grimpoteuthis challengeri,40,-40,4833,4828,4838,1998-03-22,1998,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317688,coordenada_generica_placeholder,no
GBIF,5794579600,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4832,4828,4836,1998-03-23,1998,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317710,coordenada_generica_placeholder,no
GBIF,5794579641,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4833,4828,4838,1998-03-22,1998,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317709,coordenada_generica_placeholder,no
GBIF,5794579767,"Grimpoteuthis boylei Collins, 2003",Grimpoteuthis boylei,40,-40,,,,1998-03-18,1998,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317738,"coordenada_generica_placeholder;sin_profundidad",no
GBIF,1056016407,"Grimpoteuthis boylei Collins, 2003",Grimpoteuthis boylei,48.88,-16.67,4847.5,4847,4848,1997-07-10,1997,,Atlántico Norte,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Natural History Museum (London) Collection Specimens,10.5519/qd.20dz6blc,Natural History Museum,19456090-b49a-11d8-abeb-b8a03c50a862,NHMUK,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,6b9836fd-6df0-43ee-bcf8-eb070c91d1a8,,si
GBIF,1056407322,"Grimpoteuthis boylei Collins, 2003",Grimpoteuthis boylei,48.88,-16.67,4847.5,4847,4848,1997-07-10,1997,,Atlántico Norte,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Natural History Museum (London) Collection Specimens,10.5519/qd.20dz6blc,Natural History Museum,19456090-b49a-11d8-abeb-b8a03c50a862,NHMUK,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,b16072ec-0c56-4175-b3fc-17f3d3436a90,,si
GBIF,5794579756,"Grimpoteuthis boylei Collins, 2003",Grimpoteuthis boylei,40,-40,4847.5,4847,4848,1997-07-10,1997,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317740,coordenada_generica_placeholder,no
GBIF,5794579647,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4143,4143,4143,1997-08-09,1997,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317720,coordenada_generica_placeholder,no
GBIF,5794579722,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4139,4139,4139,1997-08-17,1997,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317722,coordenada_generica_placeholder,no
GBIF,5794579614,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4841.5,4837,4846,1997-10-20,1997,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317706,coordenada_generica_placeholder,no
GBIF,1318612903,"Grimpoteuthis boylei Collins, 2003",Grimpoteuthis boylei,48.8,-16.27,4837.5,4836,4839,1996-09-12,1996,,Atlántico Norte,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d,NMNH Extant Biology,10.15468/hnhrg3,"National Museum of Natural History, Smithsonian Institution",bc092ff0-02e4-11dc-991f-b8a03c50a862,USNM,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,http://n2t.net/ark:/65665/33e62b152-165e-499f-b522-77ebe3d13e5c,,si
GBIF,1321098110,"Grimpoteuthis challengeri Collins, 2003",Grimpoteuthis challengeri,48.88,-16.52,4838,4836,4840,1996-09-16,1996,,Atlántico Norte,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d,NMNH Extant Biology,10.15468/hnhrg3,"National Museum of Natural History, Smithsonian Institution",bc092ff0-02e4-11dc-991f-b8a03c50a862,USNM,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,http://n2t.net/ark:/65665/3ac4b08da-ec5d-43a8-87d0-8fe9707cde4f,,si
GBIF,4903138010,"Grimpoteuthis G.C.Robson, 1932",,48.80586,-16.632756,4839,4837,4841,1996-09-09T00:45Z/1996-09-09T04:25Z,1996,,Atlántico Norte,PRESERVED_SPECIMEN,bfb35608-6485-4f5d-9a64-fd685c98cfb4,PAP-TRAWL,10.15468/rut7zd,The Discovery Collections,fc220232-de19-407f-b834-1d7c3d248c70,NOC,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,NOC.DISCOLL.12930.046.Cephalopoda.8.1,,si
GBIF,5794508740,"Grimpoteuthis challengeri Collins, 2003",Grimpoteuthis challengeri,40,-40,4838,4836,4840,1996-09-16,1996,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317686,coordenada_generica_placeholder,no
GBIF,5794508743,"Grimpoteuthis challengeri Collins, 2003",Grimpoteuthis challengeri,40,-40,4837.5,4836,4839,1996-09-12,1996,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317684,coordenada_generica_placeholder,no
GBIF,5794579630,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4839.5,4836,4843,1996-09-04,1996,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317700,coordenada_generica_placeholder,no
GBIF,5794579632,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4837.5,4836,4839,1996-09-12,1996,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317701,coordenada_generica_placeholder,no
GBIF,5794579766,"Grimpoteuthis boylei Collins, 2003",Grimpoteuthis boylei,40,-40,4837.5,4836,4839,1996-09-12,1996,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317737,coordenada_generica_placeholder,no
GBIF,4081093512,"Grimpoteuthis innominata (O'Shea, 1999)",Grimpoteuthis innominata,-42.613167,-176.1635,1999.5,1999,2000,1992-03-02,1992,New Zealand,Pacífico Sur,PRESERVED_SPECIMEN,4d0b1b2a-3209-49ce-bb93-7503e4868019,Earth Sciences New Zealand National Invertebrate Collection (NIC),10.15468/6qgswo,Earth Sciences New Zealand (ESNZ),c58ac019-b413-4613-8772-39e57acbeb8e,Earth Sciences New Zealand,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,5c31aa94-fa36-11e2-96b3-aa6f927c92a3,,si
GBIF,6045768388,"Grimpoteuthis innominata (O'Shea, 1999)",Grimpoteuthis innominata,-42.6131,-176.164,2000.5,1999,2002,1992-03-02,1992,New Zealand,Pacífico Sur,PRESERVED_SPECIMEN,ff2ed94e-45ee-4dde-8e1f-0a4798f61a12,Mollusc collection at Museum of New Zealand Te Papa Tongarewa,10.15468/msce6x,Museum of New Zealand Te Papa Tongarewa,afae4f45-b85e-4a0e-9d93-f30f044e8140,NMNZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,tepapa:collection/object/757380,,si
GBIF,6045769343,"Grimpoteuthis innominata (O'Shea, 1999)",Grimpoteuthis innominata,-42.6131,-176.164,2000.5,1999,2002,1992-03-02,1992,New Zealand,Pacífico Sur,PRESERVED_SPECIMEN,ff2ed94e-45ee-4dde-8e1f-0a4798f61a12,Mollusc collection at Museum of New Zealand Te Papa Tongarewa,10.15468/msce6x,Museum of New Zealand Te Papa Tongarewa,afae4f45-b85e-4a0e-9d93-f30f044e8140,NMNZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,tepapa:collection/object/630417,,si
GBIF,5794579627,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4818,4789,4847,1989-08-24,1989,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317703,coordenada_generica_placeholder,no
GBIF,1055597303,"Grimpoteuthis challengeri Collins, 2003",Grimpoteuthis challengeri,48.8,-16.5,4846,4843,4849,1989-09-05,1989,,Atlántico Norte,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Natural History Museum (London) Collection Specimens,10.5519/qd.20dz6blc,Natural History Museum,19456090-b49a-11d8-abeb-b8a03c50a862,NHMUK,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,8ab0efd6-6b50-451c-ae33-6da0a2b02dcd,,si
GBIF,1056310942,"Grimpoteuthis boylei Collins, 2003",Grimpoteuthis boylei,48.78,-16.5,4846,4845,4847,1989-09-03,1989,,Atlántico Norte,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Natural History Museum (London) Collection Specimens,10.5519/qd.20dz6blc,Natural History Museum,19456090-b49a-11d8-abeb-b8a03c50a862,NHMUK,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,264f8c6b-073d-4d46-b3b1-fb3e98e6e36f,,si
GBIF,1318605914,"Grimpoteuthis challengeri Collins, 2003",Grimpoteuthis challengeri,48.78,-16.42,4865,4853,4877,1989-09-12,1989,,Atlántico Norte,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d,NMNH Extant Biology,10.15468/hnhrg3,"National Museum of Natural History, Smithsonian Institution",bc092ff0-02e4-11dc-991f-b8a03c50a862,USNM,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,http://n2t.net/ark:/65665/33e1312de-6bd9-4186-a587-c0b39640a232,,si
GBIF,5794508739,"Grimpoteuthis challengeri Collins, 2003",Grimpoteuthis challengeri,40,-40,4846,4843,4849,1989-09-05,1989,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317685,coordenada_generica_placeholder,no
GBIF,5794508754,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4865,4853,4877,1989-09-12,1989,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317699,coordenada_generica_placeholder,no
GBIF,5794508761,"Grimpoteuthis challengeri Collins, 2003",Grimpoteuthis challengeri,40,-40,4865,4853,4877,1989-09-12,1989,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317689,coordenada_generica_placeholder,no
GBIF,5794579617,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4847.5,4839,4856,1989-09-07,1989,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317704,coordenada_generica_placeholder,no
GBIF,5794579751,"Grimpoteuthis boylei Collins, 2003",Grimpoteuthis boylei,40,-20,4846,4845,4847,1989-09-03,1989,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317742,coordenada_generica_placeholder,no
GBIF,4146327923,"Grimpoteuthis G.C.Robson, 1932",,-33.23,44.2,1729,18,3440,1988-12-08,1988,,Océano Índico,HUMAN_OBSERVATION,2931765e-0682-4a38-85eb-032964cc3792,SeamountsOnline,10.15468/2juyaz,United States Geological Survey,c3ad790a-d426-4ac1-8e32-da61f81f0117,SCSD,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,SeamountsOnline_urn:lsid:marinespecies.org:taxname:138293_28966,profundidad_rango_amplio_>1000m,si
GBIF,1272676273,"Grimpoteuthis G.C.Robson, 1932",,-68.5517,76.9683,731,729,733,1987-02-18,1987,Antarctica,Océano Austral,PRESERVED_SPECIMEN,39905320-6c8a-11de-8226-b8a03c50a862,PRYDZ,10.15468/lp1ctu,Museums Victoria,4cff2aca-5ce5-4028-88e6-d79b6449173a,NMV,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,4457151a-6bc9-4986-8be2-ff367bab7af4,,si
GBIF,5794579720,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,2887.5,2875,2900,1987-10-21,1987,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317725,coordenada_generica_placeholder,no
GBIF,5794579615,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4807.5,4805,4810,1986-12-05,1986,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317707,coordenada_generica_placeholder,no
GBIF,5794579621,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4855,4850,4860,1986-12-05,1986,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317702,coordenada_generica_placeholder,no
GBIF,1085613889,"Grimpoteuthis greeni Verhoeff & O'Shea, 2022",Grimpoteuthis greeni,-33.398732,126.901133,,,,1985-06-01,1985,Australia,Océano Índico,PRESERVED_SPECIMEN,4ffe66a0-6c8b-11de-8226-b8a03c50a862,Tasmanian Museum and Art Gallery provider for OZCAM,10.15468/ijp8p9,Tasmanian Museum and Art Gallery,8a226609-56b9-4b87-a0a2-767c38edd572,TMAG,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,0f710c92-1fed-4a4c-a0fd-e0409c9673d5,sin_profundidad,si
GBIF,1272654724,"Grimpoteuthis greeni Verhoeff & O'Shea, 2022",Grimpoteuthis greeni,-34.02,131.9,1024,1014,1034,1984-11-09,1984,Australia,Océano Índico,PRESERVED_SPECIMEN,39905320-6c8a-11de-8226-b8a03c50a862,Museums Victoria provider for OZCAM,10.15468/lp1ctu,Museums Victoria,4cff2aca-5ce5-4028-88e6-d79b6449173a,NMV,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,da5b8f51-6c8e-44c4-ae25-27d1205b1c7a,,si
GBIF,3901901308,"Grimpoteuthis G.C.Robson, 1932",,-15.8,120.6833,,,,1984,1984,Australia,Océano Índico,PRESERVED_SPECIMEN,7c93d290-6c8b-11de-8226-b8a03c50a862,Western Australian Museum provider for OZCAM,10.15468/5qt0dm,Western Australian Museum,b36f3505-f2d9-499f-a669-fa418a127b9d,WAM,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,b75d42ee-e3f6-496f-a074-ab39d5922215,sin_profundidad,si
GBIF,5794579672,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,3955,3920,3990,1983-09-29,1983,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317712,coordenada_generica_placeholder,no
GBIF,1055679927,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,49.58,-14.02,4222.5,4190,4255,1982-02-20,1982,Ireland,Atlántico Norte,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Natural History Museum (London) Collection Specimens,10.5519/qd.20dz6blc,Natural History Museum,19456090-b49a-11d8-abeb-b8a03c50a862,NHMUK,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,88fd9f03-ed09-446e-a121-b950981e936e,,si
GBIF,1056142791,"Grimpoteuthis boylei Collins, 2003",Grimpoteuthis boylei,49.58,-14.07,4222.5,4190,4255,1982-02-20,1982,Ireland,Atlántico Norte,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Natural History Museum (London) Collection Specimens,10.5519/qd.20dz6blc,Natural History Museum,19456090-b49a-11d8-abeb-b8a03c50a862,NHMUK,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,670b0070-36da-4f14-9efb-c12833051ac7,,si
GBIF,1056500606,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,49.58,-14.02,4222.5,4190,4255,1982-02-20,1982,Ireland,Atlántico Norte,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a,Natural History Museum (London) Collection Specimens,10.5519/qd.20dz6blc,Natural History Museum,19456090-b49a-11d8-abeb-b8a03c50a862,NHMUK,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,1cfd2719-23b9-4314-af3b-1517888dc8e2,,si
GBIF,1318271946,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,49.5817,-14.01,4222.5,4190,4255,1982-02-20,1982,Ireland,Atlántico Norte,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d,NMNH Extant Biology,10.15468/hnhrg3,"National Museum of Natural History, Smithsonian Institution",bc092ff0-02e4-11dc-991f-b8a03c50a862,USNM,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,http://n2t.net/ark:/65665/32f4cc044-ecd6-44dc-adae-14e270ecf12d,,si
GBIF,1321049032,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,49.5817,-14.01,4222.5,4190,4255,1982-02-20,1982,Ireland,Atlántico Norte,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d,NMNH Extant Biology,10.15468/hnhrg3,"National Museum of Natural History, Smithsonian Institution",bc092ff0-02e4-11dc-991f-b8a03c50a862,USNM,CC0,http://creativecommons.org/publicdomain/zero/1.0/legalcode,http://n2t.net/ark:/65665/3aa203d4c-327c-442f-b9d5-5011e73fb64f,,si
GBIF,5794579712,"Grimpoteuthis discoveryi Collins, 2003",Grimpoteuthis discoveryi,40,-40,4222.5,4190,4255,1982-02-20,1982,,Atlántico Norte,OCCURRENCE,2d880bf8-b3e1-4bc5-b46e-c961180ff869,Taxonomic Information System for the Belgian coastal area,10.15468/zx9xxx,Flanders Marine Institute,2089ce96-4fb5-4a20-999c-3ccf45a27a4d,VLIZ,CC-BY,http://creativecommons.org/licenses/by/4.0/legalcode,urn:catalog:VLIZ:Tisbe:317729,coordenada_generica_placeholder,no
